Task_ID,Task_Date,Machine_ID,Operator_ID,Task_Type,Task_Area_sqm,Material_Type,Ground_Condition,Ground_Slope_deg,Site_Distance_km,Weather,Temperature_C,Crew_Size,Operator_Skill,Operator_Experience_Months,Machine_Age_yrs,Machine_Condition,Permit_Setup_Delay_min,Breakdown_Occurred,Estimated_Time_min,Actual_Time_min
T3557,2025-03-25 23:41:00,MCH104,OP2019,Material_Loading,379.5,Concrete,Hard,6.1,34.5,Rainy,23.5,6,Intermediate,32,1.6,Good,10.5,No,232.8,382.9
T3558,2025-03-26 00:43:00,MCH102,OP2012,Earth_Excavation,230.0,Debris,Normal,7.7,15.8,Sunny,28.2,6,Intermediate,23,10.4,Fair,8.8,No,271.1,386.8
T3559,2025-03-26 02:25:00,MCH108,OP2006,Compaction,281.3,Clay,Normal,2.1,8.1,Foggy,18.1,4,Intermediate,23,2.0,Fair,0.8,No,147.7,157.5
T3560,2025-03-26 04:50:00,MCH106,OP2004,Compaction,210.2,Debris,Soft,7.1,28.6,Sunny,25.5,5,Expert,203,9.3,Fair,16.2,No,108.3,160.6
T3561,2025-03-26 06:25:00,MCH102,OP2013,Paving,378.8,Concrete,Hard,11.0,19.9,Sunny,26.1,2,Intermediate,36,10.4,Fair,4.9,No,267.8,485.5
T3562,2025-03-26 07:08:00,MCH107,OP2007,Grading,171.8,Soil,Soft,5.7,27.1,Rainy,25.5,7,Beginner,4,9.5,Good,13.2,No,138.4,253.8
T3563,2025-03-26 08:16:00,MCH103,OP2011,Earth_Excavation,252.6,Debris,Normal,16.0,11.1,Sunny,29.7,4,Expert,150,8.5,Fair,11.6,No,307.5,402.3
T3564,2025-03-26 09:27:00,MCH106,OP2013,Earth_Excavation,132.5,Mixed,Soft,2.4,15.5,Cloudy,30.9,5,Intermediate,36,9.3,Fair,3.1,No,161.4,214.7
T3565,2025-03-26 09:31:00,MCH101,OP2018,Paving,164.9,Mixed,Soft,4.7,7.5,Rainy,26.7,1,Beginner,14,5.5,Poor,5.7,No,117.5,277.7
T3566,2025-03-26 10:01:00,MCH103,OP2004,Demolition,172.5,Debris,Rocky,17.4,26.6,Cloudy,26.4,1,Expert,203,8.5,Fair,12.2,No,256.1,464.0
T3567,2025-03-26 10:12:00,MCH101,OP2018,Material_Loading,192.9,Concrete,Hard,3.8,26.5,Windy,21.0,6,Beginner,14,5.5,Poor,6.6,No,124.9,304.4
T3568,2025-03-26 12:21:00,MCH108,OP2004,Grading,109.4,Mixed,Normal,4.5,10.5,Cloudy,23.3,5,Expert,203,2.0,Fair,4.1,No,89.6,111.7
T3569,2025-03-26 13:03:00,MCH108,OP2010,Paving,334.5,Mixed,Hard,1.8,1.8,Sunny,17.3,7,Expert,148,2.0,Fair,16.5,No,228.1,209.0
T3570,2025-03-26 14:20:00,MCH101,OP2009,Trenching,382.6,Mixed,Hard,6.1,12.5,Sunny,22.8,3,Intermediate,37,5.5,Poor,2.1,No,381.1,571.5
T3571,2025-03-26 16:33:00,MCH108,OP2019,Compaction,387.9,Mixed,Normal,6.6,38.1,Windy,26.2,2,Intermediate,32,2.0,Fair,7.2,No,190.9,294.4
T3572,2025-03-26 17:01:00,MCH100,OP2001,Grading,124.8,Rock,Rocky,6.1,30.7,Cloudy,27.0,5,Intermediate,44,9.4,Good,16.4,No,99.7,267.3
T3573,2025-03-26 17:43:00,MCH105,OP2017,Earth_Excavation,87.5,Mixed,Normal,4.4,24.0,Rainy,34.3,6,Intermediate,21,11.7,Good,19.5,No,110.6,210.1
T3574,2025-03-26 18:01:00,MCH102,OP2015,Grading,60.2,Clay,Soft,2.9,36.8,Cloudy,28.8,6,Beginner,10,10.4,Fair,16.6,No,45.3,149.8
T3575,2025-03-26 19:43:00,MCH108,OP2001,Compaction,230.3,Concrete,Normal,14.9,24.5,Foggy,35.6,1,Intermediate,44,2.0,Fair,3.7,No,108.6,200.8
T3576,2025-03-26 20:24:00,MCH109,OP2001,Earth_Excavation,289.7,Concrete,Rocky,3.1,13.4,Foggy,31.0,7,Intermediate,44,5.7,Fair,6.7,No,342.1,719.0
T3577,2025-03-26 20:58:00,MCH107,OP2012,Compaction,30.0,Mixed,Hard,4.4,35.2,Cloudy,30.9,3,Intermediate,23,9.5,Good,6.5,No,10.6,68.8
T3578,2025-03-26 21:34:00,MCH107,OP2000,Compaction,23.1,Soil,Rocky,5.6,9.2,Foggy,29.6,8,Expert,85,9.5,Good,14.0,No,10.0,32.4
T3579,2025-03-26 21:38:00,MCH100,OP2004,Trenching,355.0,Mixed,Soft,6.4,7.9,Cloudy,30.4,1,Expert,203,9.4,Good,6.4,No,361.4,419.4
T3580,2025-03-26 21:48:00,MCH100,OP2019,Material_Loading,201.9,Concrete,Rocky,5.1,28.0,Cloudy,16.9,5,Intermediate,32,9.4,Good,9.9,No,123.3,232.8
T3581,2025-03-26 22:29:00,MCH105,OP2012,Earth_Excavation,189.8,Mixed,Rocky,13.5,29.8,Cloudy,23.4,5,Intermediate,23,11.7,Good,9.1,No,223.7,431.9
T3582,2025-03-26 22:41:00,MCH109,OP2013,Compaction,258.4,Clay,Hard,1.8,5.7,Cloudy,11.3,3,Intermediate,36,5.7,Fair,6.6,No,127.6,177.7
T3583,2025-03-26 22:50:00,MCH104,OP2006,Paving,118.8,Mixed,Hard,3.6,36.1,Sunny,25.5,1,Intermediate,23,1.6,Good,12.4,No,90.4,184.2
T3584,2025-03-26 23:15:00,MCH108,OP2017,Earth_Excavation,155.5,Mixed,Soft,5.2,26.0,Sunny,33.0,7,Intermediate,21,2.0,Fair,15.1,No,194.1,217.3
T3585,2025-03-26 23:22:00,MCH107,OP2008,Trenching,309.7,Debris,Hard,5.9,30.6,Cloudy,25.3,1,Beginner,14,9.5,Good,3.0,No,316.0,638.7
T3586,2025-03-26 23:34:00,MCH107,OP2014,Material_Loading,212.5,Soil,Rocky,5.4,21.0,Windy,31.3,8,Intermediate,37,9.5,Good,9.4,No,131.0,187.7
T3587,2025-03-27 00:24:00,MCH101,OP2011,Compaction,79.2,Mixed,Soft,2.7,21.1,Windy,24.0,2,Expert,150,5.5,Poor,19.1,No,48.7,108.1
T3588,2025-03-27 00:35:00,MCH105,OP2013,Earth_Excavation,247.8,Debris,Hard,4.8,32.0,Sunny,32.8,2,Intermediate,36,11.7,Good,19.3,No,289.0,453.1
T3589,2025-03-27 00:49:00,MCH107,OP2007,Demolition,294.3,Clay,Normal,5.5,12.2,Rainy,26.9,1,Beginner,4,9.5,Good,3.2,No,448.8,832.3
T3590,2025-03-27 02:37:00,MCH105,OP2012,Paving,250.7,Concrete,Soft,8.3,24.6,Sunny,37.2,1,Intermediate,23,11.7,Good,15.7,No,167.1,313.8
T3591,2025-03-27 03:43:00,MCH101,OP2016,Paving,340.5,Concrete,Soft,2.8,5.9,Windy,29.6,8,Beginner,10,5.5,Poor,4.9,No,240.5,431.8
T3592,2025-03-27 04:40:00,MCH104,OP2006,Paving,360.4,Debris,Normal,12.3,37.6,Sunny,24.7,6,Intermediate,23,1.6,Good,5.3,No,254.7,318.7
T3593,2025-03-27 04:51:00,MCH104,OP2005,Material_Loading,79.1,Rock,Normal,8.4,16.1,Cloudy,26.1,8,Beginner,5,1.6,Good,18.5,No,47.2,106.5
T3594,2025-03-27 05:41:00,MCH101,OP2004,Compaction,362.3,Concrete,Soft,3.4,27.1,Sunny,22.4,5,Expert,203,5.5,Poor,18.8,No,184.1,294.7
T3595,2025-03-27 06:09:00,MCH100,OP2004,Paving,375.9,Rock,Hard,4.7,25.4,Sunny,32.0,2,Expert,203,9.4,Good,0.6,No,262.0,387.0
T3596,2025-03-27 07:13:00,MCH109,OP2008,Compaction,310.8,Concrete,Hard,4.0,22.9,Sunny,23.5,7,Beginner,14,5.7,Fair,11.8,No,157.9,308.1
T3597,2025-03-27 07:57:00,MCH105,OP2001,Earth_Excavation,264.6,Rock,Normal,3.0,30.3,Sunny,23.4,5,Intermediate,44,11.7,Good,8.3,No,320.7,458.0
T3598,2025-03-27 09:04:00,MCH108,OP2009,Earth_Excavation,257.6,Debris,Hard,6.5,10.1,Foggy,18.7,2,Intermediate,37,2.0,Fair,14.3,No,301.2,441.9
T3599,2025-03-27 09:19:00,MCH106,OP2006,Earth_Excavation,101.5,Clay,Normal,7.7,2.8,Sunny,21.6,3,Intermediate,23,9.3,Fair,3.4,No,122.8,145.6
T3600,2025-03-27 09:27:00,MCH109,OP2006,Trenching,62.9,Clay,Hard,1.9,24.6,Sunny,27.9,1,Intermediate,23,5.7,Fair,2.0,No,51.7,100.8
T3601,2025-03-27 10:01:00,MCH102,OP2015,Earth_Excavation,98.4,Mixed,Soft,3.9,27.5,Sunny,27.7,8,Beginner,10,10.4,Fair,0.4,No,117.9,204.5
T3602,2025-03-27 10:42:00,MCH107,OP2005,Trenching,46.0,Debris,Hard,3.9,18.4,Sunny,21.5,4,Beginner,5,9.5,Good,10.0,No,48.8,124.1
T3603,2025-03-27 11:08:00,MCH109,OP2007,Material_Loading,254.5,Concrete,Hard,1.1,23.1,Cloudy,23.9,6,Beginner,4,5.7,Fair,9.5,Yes,156.2,339.5
T3604,2025-03-27 12:14:00,MCH100,OP2008,Earth_Excavation,196.8,Rock,Normal,6.3,8.5,Sunny,26.0,8,Beginner,14,9.4,Good,18.4,No,245.2,425.9
T3605,2025-03-27 12:21:00,MCH108,OP2012,Demolition,379.2,Mixed,Normal,3.6,37.5,Foggy,22.8,2,Intermediate,23,2.0,Fair,3.7,No,569.4,760.5
T3606,2025-03-27 14:25:00,MCH108,OP2003,Compaction,183.6,Debris,Hard,3.2,28.8,Rainy,22.4,8,Expert,188,2.0,Fair,1.9,No,90.9,143.3
T3607,2025-03-27 15:03:00,MCH108,OP2006,Paving,34.6,Rock,Normal,5.3,21.5,Sunny,34.8,1,Intermediate,23,2.0,Fair,17.3,No,20.3,79.5
T3608,2025-03-27 15:03:00,MCH106,OP2000,Paving,384.0,Concrete,Normal,2.3,1.6,Rainy,21.3,8,Expert,85,9.3,Fair,7.8,Yes,257.3,318.3
T3609,2025-03-27 15:09:00,MCH100,OP2011,Paving,21.3,Rock,Hard,6.9,39.1,Windy,29.8,4,Expert,150,9.4,Good,3.5,No,13.2,81.5
T3610,2025-03-27 17:06:00,MCH107,OP2015,Compaction,303.1,Soil,Soft,3.3,4.8,Rainy,27.6,3,Beginner,10,9.5,Good,6.2,Yes,147.0,245.9
T3611,2025-03-27 17:20:00,MCH104,OP2011,Demolition,286.9,Clay,Soft,2.5,23.8,Cloudy,30.7,2,Expert,150,1.6,Good,4.7,Yes,436.7,449.0
T3612,2025-03-27 18:16:00,MCH100,OP2014,Material_Loading,312.4,Soil,Normal,3.7,10.9,Cloudy,29.7,7,Intermediate,37,9.4,Good,12.0,No,190.9,188.7
T3613,2025-03-27 18:24:00,MCH104,OP2001,Paving,372.6,Soil,Normal,3.3,30.0,Windy,26.7,3,Intermediate,44,1.6,Good,13.6,No,266.4,321.0
T3614,2025-03-27 18:50:00,MCH108,OP2009,Trenching,50.7,Concrete,Hard,9.8,16.6,Windy,16.1,3,Intermediate,37,2.0,Fair,10.2,No,43.8,119.1
T3615,2025-03-27 20:34:00,MCH107,OP2018,Earth_Excavation,373.4,Rock,Normal,5.3,29.8,Windy,34.6,1,Beginner,14,9.5,Good,5.2,No,449.6,921.2
T3616,2025-03-27 21:03:00,MCH100,OP2004,Demolition,271.3,Soil,Normal,0.8,8.6,Cloudy,23.3,4,Expert,203,9.4,Good,13.8,No,404.7,385.8
T3617,2025-03-27 22:45:00,MCH105,OP2008,Demolition,222.4,Rock,Normal,1.1,2.8,Sunny,32.1,7,Beginner,14,11.7,Good,6.1,No,330.4,548.6
T3618,2025-03-27 23:13:00,MCH109,OP2017,Earth_Excavation,178.4,Rock,Normal,1.4,1.9,Windy,23.7,4,Intermediate,21,5.7,Fair,11.7,No,212.8,331.9
T3619,2025-03-28 01:19:00,MCH102,OP2018,Grading,137.1,Debris,Normal,11.3,38.6,Sunny,21.3,6,Beginner,14,10.4,Fair,17.1,No,113.9,265.4
T3620,2025-03-28 02:47:00,MCH100,OP2014,Earth_Excavation,379.8,Mixed,Normal,7.8,31.1,Sunny,29.3,6,Intermediate,37,9.4,Good,11.0,No,454.6,548.3
T3621,2025-03-28 03:13:00,MCH107,OP2001,Material_Loading,273.5,Clay,Hard,1.3,6.6,Sunny,26.0,3,Intermediate,44,9.5,Good,18.8,No,176.0,239.0
T3622,2025-03-28 03:58:00,MCH105,OP2013,Paving,203.4,Debris,Normal,15.0,3.7,Cloudy,23.5,8,Intermediate,36,11.7,Good,9.1,No,143.7,179.2
T3623,2025-03-28 04:08:00,MCH102,OP2009,Trenching,199.9,Mixed,Rocky,3.6,12.1,Windy,29.9,5,Intermediate,37,10.4,Fair,8.3,No,196.4,369.4
T3624,2025-03-28 04:14:00,MCH101,OP2008,Demolition,52.1,Concrete,Hard,1.2,39.7,Cloudy,19.8,2,Beginner,14,5.5,Poor,11.9,No,90.4,284.1
T3625,2025-03-28 06:01:00,MCH107,OP2003,Earth_Excavation,135.8,Mixed,Hard,6.1,18.1,Cloudy,33.6,2,Expert,188,9.5,Good,19.6,No,166.4,223.3
T3626,2025-03-28 06:33:00,MCH103,OP2000,Grading,175.2,Debris,Normal,18.9,5.7,Rainy,29.1,6,Expert,85,8.5,Fair,14.7,No,143.3,221.0
T3627,2025-03-28 07:25:00,MCH108,OP2012,Compaction,205.3,Mixed,Rocky,18.4,21.7,Windy,24.7,6,Intermediate,23,2.0,Fair,16.4,No,110.5,202.4
T3628,2025-03-28 10:38:00,MCH103,OP2015,Grading,66.4,Debris,Soft,5.4,38.0,Sunny,26.5,4,Beginner,10,8.5,Fair,18.2,No,43.5,144.6
T3629,2025-03-28 11:01:00,MCH106,OP2008,Material_Loading,206.8,Debris,Hard,6.7,35.7,Sunny,23.8,8,Beginner,14,9.3,Fair,4.7,No,126.7,236.0
T3630,2025-03-28 12:10:00,MCH103,OP2016,Paving,231.8,Concrete,Soft,4.4,37.9,Sunny,25.6,8,Beginner,10,8.5,Fair,0.7,Yes,165.6,319.9
T3631,2025-03-28 12:18:00,MCH103,OP2012,Paving,357.4,Mixed,Normal,8.3,15.2,Cloudy,24.4,4,Intermediate,23,8.5,Fair,12.5,No,253.3,288.8
T3632,2025-03-28 12:32:00,MCH108,OP2009,Earth_Excavation,290.2,Soil,Soft,3.6,2.0,Rainy,15.9,4,Intermediate,37,2.0,Fair,0.5,No,353.7,401.4
T3633,2025-03-28 12:35:00,MCH106,OP2008,Trenching,367.3,Rock,Hard,5.9,4.7,Rainy,33.5,7,Beginner,14,9.3,Fair,4.8,No,371.8,909.3
T3634,2025-03-28 12:46:00,MCH102,OP2012,Demolition,214.7,Rock,Hard,7.6,36.9,Rainy,20.9,2,Intermediate,23,10.4,Fair,11.7,Yes,324.8,811.4
T3635,2025-03-28 13:23:00,MCH105,OP2015,Paving,287.8,Rock,Hard,1.2,25.1,Rainy,25.7,8,Beginner,10,11.7,Good,7.3,Yes,203.7,467.1
T3636,2025-03-28 13:57:00,MCH105,OP2012,Earth_Excavation,151.1,Concrete,Soft,3.8,6.2,Sunny,33.2,2,Intermediate,23,11.7,Good,19.9,No,174.5,258.6
T3637,2025-03-28 14:00:00,MCH101,OP2015,Grading,325.4,Rock,Normal,2.3,22.8,Sunny,23.2,6,Beginner,10,5.5,Poor,11.0,No,259.5,569.3
T3638,2025-03-28 14:06:00,MCH106,OP2014,Paving,114.3,Clay,Rocky,3.7,20.5,Sunny,29.2,5,Intermediate,37,9.3,Fair,4.0,No,82.7,154.7
T3639,2025-03-28 14:14:00,MCH104,OP2002,Earth_Excavation,250.8,Soil,Soft,5.0,5.8,Cloudy,21.3,7,Expert,182,1.6,Good,0.6,No,312.9,217.9
T3640,2025-03-28 14:21:00,MCH109,OP2001,Trenching,198.9,Mixed,Normal,4.4,22.1,Rainy,20.3,2,Intermediate,44,5.7,Fair,19.9,No,195.3,299.9
T3641,2025-03-28 15:01:00,MCH108,OP2005,Grading,191.2,Clay,Normal,6.7,6.5,Sunny,25.1,2,Beginner,5,2.0,Fair,0.5,No,143.6,215.2
T3642,2025-03-28 15:06:00,MCH101,OP2011,Demolition,209.2,Concrete,Hard,6.7,22.2,Rainy,38.6,1,Expert,150,5.5,Poor,18.7,No,319.6,690.6
T3643,2025-03-28 16:29:00,MCH103,OP2016,Paving,105.1,Rock,Hard,2.4,10.9,Cloudy,17.9,4,Beginner,10,8.5,Fair,1.0,No,71.5,157.7
T3644,2025-03-28 16:38:00,MCH101,OP2013,Compaction,31.0,Rock,Normal,2.0,33.2,Cloudy,30.9,3,Intermediate,36,5.5,Poor,8.7,No,13.7,83.5
T3645,2025-03-28 17:28:00,MCH103,OP2012,Trenching,238.3,Clay,Hard,4.4,39.5,Cloudy,31.9,2,Intermediate,23,8.5,Fair,10.5,Yes,243.6,480.3
T3646,2025-03-28 17:51:00,MCH107,OP2016,Earth_Excavation,41.0,Soil,Normal,9.4,24.9,Rainy,24.7,7,Beginner,10,9.5,Good,9.9,No,45.6,111.6
T3647,2025-03-28 19:32:00,MCH107,OP2007,Paving,275.9,Clay,Hard,17.2,39.4,Cloudy,17.7,6,Beginner,4,9.5,Good,0.2,No,192.1,378.7
T3648,2025-03-28 19:36:00,MCH100,OP2000,Paving,278.4,Rock,Hard,5.8,22.2,Sunny,18.8,1,Expert,85,9.4,Good,15.1,No,187.2,305.7
T3649,2025-03-28 19:51:00,MCH107,OP2006,Compaction,116.3,Concrete,Normal,3.9,14.7,Rainy,27.3,7,Intermediate,23,9.5,Good,14.0,No,63.0,121.9
T3650,2025-03-28 22:19:00,MCH102,OP2003,Grading,32.1,Mixed,Soft,4.8,28.3,Rainy,31.8,3,Expert,188,10.4,Fair,5.1,No,26.1,81.0
T3651,2025-03-28 22:46:00,MCH104,OP2009,Paving,284.4,Clay,Normal,2.0,36.5,Cloudy,19.6,6,Intermediate,37,1.6,Good,15.6,No,206.3,241.3
T3652,2025-03-28 23:04:00,MCH107,OP2015,Compaction,218.1,Mixed,Soft,4.6,36.8,Sunny,34.3,5,Beginner,10,9.5,Good,1.3,No,98.1,172.5
T3653,2025-03-28 23:57:00,MCH105,OP2002,Paving,218.4,Soil,Normal,2.8,13.4,Sunny,28.8,3,Expert,182,11.7,Good,6.4,No,158.5,160.9
T3654,2025-03-29 00:37:00,MCH107,OP2010,Compaction,146.9,Concrete,Normal,16.5,30.4,Sunny,21.0,2,Expert,148,9.5,Good,19.3,No,73.7,172.0
T3655,2025-03-29 00:45:00,MCH104,OP2017,Earth_Excavation,188.4,Debris,Hard,4.6,35.5,Rainy,22.6,4,Intermediate,21,1.6,Good,15.7,Yes,225.4,417.6
T3656,2025-03-29 01:22:00,MCH102,OP2019,Earth_Excavation,278.3,Concrete,Soft,14.0,14.4,Sunny,19.4,7,Intermediate,32,10.4,Fair,15.5,No,328.6,494.8
T3657,2025-03-29 01:33:00,MCH109,OP2008,Material_Loading,108.4,Soil,Normal,10.5,3.8,Sunny,22.0,3,Beginner,14,5.7,Fair,1.7,No,65.2,97.3
T3658,2025-03-29 01:44:00,MCH102,OP2014,Compaction,36.6,Concrete,Normal,1.5,6.7,Windy,19.8,3,Intermediate,37,10.4,Fair,14.8,No,14.0,40.4
T3659,2025-03-29 01:45:00,MCH100,OP2012,Earth_Excavation,275.4,Mixed,Normal,3.8,29.6,Sunny,22.4,4,Intermediate,23,9.4,Good,12.6,No,327.9,429.5
T3660,2025-03-29 05:34:00,MCH107,OP2009,Grading,208.6,Rock,Hard,7.3,26.8,Cloudy,31.2,8,Intermediate,37,9.5,Good,10.1,No,159.5,313.7
T3661,2025-03-29 05:50:00,MCH102,OP2008,Compaction,124.9,Clay,Normal,6.1,11.1,Sunny,20.2,3,Beginner,14,10.4,Fair,8.1,No,55.0,102.2
T3662,2025-03-29 06:45:00,MCH105,OP2013,Demolition,219.6,Rock,Normal,2.4,11.0,Sunny,37.9,7,Intermediate,36,11.7,Good,0.0,No,316.9,439.2
T3663,2025-03-29 08:45:00,MCH100,OP2016,Grading,281.9,Rock,Hard,5.1,10.5,Sunny,29.4,8,Beginner,10,9.4,Good,9.1,Yes,217.1,512.4
T3664,2025-03-29 09:43:00,MCH107,OP2014,Demolition,65.9,Rock,Normal,3.4,35.0,Sunny,32.7,1,Intermediate,37,9.5,Good,6.2,No,102.7,214.2
T3665,2025-03-29 09:52:00,MCH104,OP2010,Compaction,382.5,Rock,Hard,2.1,4.0,Sunny,32.8,7,Expert,148,1.6,Good,3.8,No,185.7,216.2
T3666,2025-03-29 10:23:00,MCH107,OP2004,Earth_Excavation,257.1,Clay,Soft,5.2,22.4,Rainy,31.1,5,Expert,203,9.5,Good,3.5,No,304.9,375.8
T3667,2025-03-29 10:52:00,MCH104,OP2008,Paving,246.1,Debris,Rocky,9.2,13.1,Sunny,23.8,5,Beginner,14,1.6,Good,14.1,No,170.0,313.2
T3668,2025-03-29 11:06:00,MCH100,OP2014,Paving,332.8,Debris,Soft,9.6,37.1,Sunny,30.3,3,Intermediate,37,9.4,Good,5.3,No,238.2,315.8
T3669,2025-03-29 11:53:00,MCH104,OP2002,Earth_Excavation,152.5,Debris,Rocky,7.7,31.5,Cloudy,32.2,5,Expert,182,1.6,Good,19.1,No,179.9,296.7
T3670,2025-03-29 12:19:00,MCH101,OP2008,Trenching,250.8,Mixed,Normal,2.7,8.7,Sunny,24.0,4,Beginner,14,5.5,Poor,4.9,No,253.9,458.6
T3671,2025-03-29 13:03:00,MCH109,OP2006,Demolition,51.5,Concrete,Hard,6.6,9.0,Cloudy,26.5,7,Intermediate,23,5.7,Fair,2.5,No,82.3,133.6
T3672,2025-03-29 14:08:00,MCH102,OP2017,Paving,169.4,Rock,Normal,4.6,2.4,Cloudy,38.8,2,Intermediate,21,10.4,Fair,10.3,No,120.5,178.9
T3673,2025-03-29 15:33:00,MCH108,OP2004,Compaction,335.5,Rock,Hard,5.2,36.8,Sunny,27.3,6,Expert,203,2.0,Fair,7.2,No,167.0,263.7
T3674,2025-03-29 15:41:00,MCH108,OP2006,Demolition,73.9,Clay,Soft,1.8,4.4,Sunny,28.3,1,Intermediate,23,2.0,Fair,17.8,No,120.6,151.9
T3675,2025-03-29 16:30:00,MCH103,OP2013,Trenching,66.1,Clay,Soft,4.2,14.2,Sunny,23.7,4,Intermediate,36,8.5,Fair,7.1,Yes,75.0,137.1
T3676,2025-03-29 17:00:00,MCH103,OP2018,Grading,75.7,Concrete,Normal,8.5,39.8,Sunny,19.5,5,Beginner,14,8.5,Fair,1.9,No,57.7,172.8
T3677,2025-03-29 17:12:00,MCH103,OP2005,Demolition,170.5,Concrete,Soft,2.9,15.7,Cloudy,21.6,1,Beginner,5,8.5,Fair,14.8,No,253.6,531.6
T3678,2025-03-29 18:08:00,MCH105,OP2006,Demolition,238.3,Debris,Normal,11.1,14.3,Sunny,24.3,2,Intermediate,23,11.7,Good,11.3,No,359.9,500.2
T3679,2025-03-29 18:33:00,MCH105,OP2019,Earth_Excavation,75.0,Mixed,Normal,3.4,25.3,Sunny,30.6,6,Intermediate,32,11.7,Good,7.2,No,96.6,157.6
T3680,2025-03-29 19:41:00,MCH107,OP2004,Grading,71.6,Rock,Normal,4.5,11.5,Sunny,23.7,3,Expert,203,9.5,Good,1.2,No,61.3,90.9
T3681,2025-03-29 20:13:00,MCH103,OP2015,Material_Loading,354.0,Clay,Hard,1.9,23.8,Foggy,19.8,7,Beginner,10,8.5,Fair,2.2,No,209.6,358.7
T3682,2025-03-29 20:33:00,MCH108,OP2017,Compaction,298.8,Concrete,Rocky,12.9,26.0,Sunny,35.3,6,Intermediate,21,2.0,Fair,13.0,No,153.7,310.2
T3683,2025-03-29 21:47:00,MCH105,OP2006,Grading,246.3,Clay,Normal,2.0,30.8,Windy,21.6,3,Intermediate,23,11.7,Good,18.2,No,199.8,313.7
T3684,2025-03-29 23:03:00,MCH105,OP2013,Paving,79.6,Debris,Soft,4.9,27.7,Sunny,29.5,1,Intermediate,36,11.7,Good,10.5,No,56.9,116.9
T3685,2025-03-29 23:47:00,MCH106,OP2008,Paving,54.2,Rock,Normal,2.2,24.8,Foggy,23.5,1,Beginner,14,9.3,Fair,1.9,No,27.5,103.5
T3686,2025-03-30 00:41:00,MCH108,OP2008,Demolition,53.5,Rock,Hard,6.4,27.5,Sunny,18.1,5,Beginner,14,2.0,Fair,17.8,No,105.4,270.8
T3687,2025-03-30 01:32:00,MCH105,OP2018,Grading,148.2,Concrete,Soft,2.8,1.8,Cloudy,22.2,1,Beginner,14,11.7,Good,17.4,No,118.8,253.6
T3688,2025-03-30 01:52:00,MCH100,OP2004,Trenching,109.5,Debris,Normal,10.1,12.7,Sunny,30.4,6,Expert,203,9.4,Good,6.5,No,120.0,148.9
T3689,2025-03-30 02:01:00,MCH102,OP2004,Demolition,246.2,Debris,Normal,3.9,34.8,Cloudy,32.3,7,Expert,203,10.4,Fair,14.5,No,368.7,444.4
T3690,2025-03-30 04:01:00,MCH106,OP2019,Earth_Excavation,99.8,Mixed,Normal,7.3,36.0,Cloudy,19.9,3,Intermediate,32,9.3,Fair,1.8,No,111.4,191.0
T3691,2025-03-30 05:25:00,MCH108,OP2005,Demolition,134.4,Clay,Rocky,7.5,20.3,Sunny,20.4,3,Beginner,5,2.0,Fair,17.3,No,199.5,382.3
T3692,2025-03-30 06:18:00,MCH103,OP2016,Earth_Excavation,159.9,Concrete,Soft,8.0,39.5,Sunny,27.9,8,Beginner,10,8.5,Fair,17.3,No,197.8,401.3
T3693,2025-03-30 06:26:00,MCH109,OP2015,Material_Loading,84.7,Concrete,Normal,5.3,15.2,Foggy,24.8,7,Beginner,10,5.7,Fair,10.4,No,36.1,92.7
T3694,2025-03-30 06:44:00,MCH100,OP2005,Grading,210.9,Rock,Normal,4.8,3.0,Sunny,28.9,7,Beginner,5,9.4,Good,11.4,No,173.2,294.5
T3695,2025-03-30 08:50:00,MCH109,OP2019,Material_Loading,69.3,Clay,Hard,4.5,22.4,Rainy,24.7,8,Intermediate,32,5.7,Fair,6.5,No,45.0,85.2
T3696,2025-03-30 09:49:00,MCH109,OP2000,Material_Loading,370.2,Soil,Normal,14.6,25.3,Cloudy,25.8,5,Expert,85,5.7,Fair,13.7,No,221.2,255.1
T3697,2025-03-30 10:10:00,MCH101,OP2003,Material_Loading,368.9,Clay,Hard,12.3,36.7,Sunny,31.3,5,Expert,188,5.5,Poor,17.3,No,229.1,341.9
T3698,2025-03-30 10:16:00,MCH103,OP2013,Earth_Excavation,203.1,Debris,Normal,3.2,9.6,Foggy,10.6,6,Intermediate,36,8.5,Fair,12.3,No,249.8,377.0
T3699,2025-03-30 12:11:00,MCH103,OP2002,Grading,131.7,Soil,Soft,1.3,20.8,Foggy,23.4,3,Expert,182,8.5,Fair,3.8,No,110.3,155.5
T3700,2025-03-30 12:24:00,MCH108,OP2007,Trenching,245.2,Concrete,Normal,8.2,7.3,Cloudy,32.7,2,Beginner,4,2.0,Fair,2.9,No,244.4,444.1
T3701,2025-03-30 12:56:00,MCH106,OP2010,Material_Loading,71.1,Mixed,Normal,8.6,3.3,Sunny,21.0,7,Expert,148,9.3,Fair,5.1,No,39.0,40.5
T3702,2025-03-30 13:50:00,MCH103,OP2019,Material_Loading,119.0,Clay,Rocky,11.7,36.0,Sunny,25.8,2,Intermediate,32,8.5,Fair,5.2,No,70.9,180.1
T3703,2025-03-30 13:54:00,MCH104,OP2000,Earth_Excavation,77.1,Mixed,Hard,2.7,19.2,Sunny,33.2,2,Expert,85,1.6,Good,18.9,No,92.0,143.1
T3704,2025-03-30 14:05:00,MCH101,OP2001,Compaction,172.7,Concrete,Rocky,2.8,10.3,Windy,14.8,7,Intermediate,44,5.5,Poor,19.7,No,87.9,199.7
